1614	RELIANCE0001	Reliance Fitness, Inc.	2	0	0		2012-02-02 00:00:00
1616	AURORAB0001	Aurora Bike Center	1	1	1		2011-05-09 00:00:00
1618	METROSP0001	Metro Sport Equipment	1	1	1		2012-01-29 00:00:00
1620	LAKEWOOD0001	Lakewood Bicycle	1	1	1		2012-01-29 00:00:00
1622	SPEEDCO0001	Speed Corporation	1	1	1		2012-02-02 00:00:00
1624	COMPETIT0001	Competition Bike Training Systems	1	1	1		2011-12-24 00:00:00
1626	HILLBIC0001	Hill Bicycle Center	1	1	1		2012-01-25 00:00:00
1628	BICYCLE0001	Bicycle Specialists	1	1	1		2011-12-23 00:00:00
1630	INDIANA0001	Indiana Bicycle Center	1	1	1		2012-02-02 00:00:00
1632	SPORTFA0001	Sport Fan Co.	1	1	1		2012-02-02 00:00:00
1634	GMASKI0001	GMA Ski & Bike	1	1	1		2011-05-09 00:00:00
1636	INTEGRAT0001	Integrated Sport Products	1	1	1		2012-01-17 00:00:00
1638	INLINEA0001	Inline Accessories	1	1	1		2012-01-25 00:00:00
1640	LEGENDC0001	Legend Cycles	1	1	1		2012-02-02 00:00:00
1642	ELECTRON0001	Electronic Bike Co.	1	1	1		2012-02-02 00:00:00
1644	INTERNAT0003	International Sport Assoc.	1	1	1		2012-01-25 00:00:00
1646	ELECTRON0002	Electronic Bike Repair & Supplies	1	1	1		2012-01-17 00:00:00
1648	WIDEWOR0001	Wide World Importers	2	1	1	www.wideworldimporters.com/	2012-01-17 00:00:00
1650	AMERICAN0001	American Bicycles and Wheels	1	1	1		2011-04-25 00:00:00
1652	VICTORY0001	Victory Bikes	5	1	1		2012-02-18 00:00:00
1654	AMERICAN0002	American Bikes	1	1	1		2011-05-09 00:00:00
1656	MOUNTAIN0001	Mountain Works	1	0	1		2012-02-02 00:00:00
1658	CROWLEY0001	Crowley Sport	1	1	1		2011-12-24 00:00:00
1660	MAGICCY0001	Magic Cycles	1	1	1		2012-01-25 00:00:00
1662	NORTHERN0001	Northern Bike Travel	3	1	1		2012-02-02 00:00:00
1664	ANDERSON0001	Anderson's Custom Bikes	1	1	1		2011-05-09 00:00:00
1666	LEAFRIV0001	Leaf River Terrain	1	0	1		2012-01-29 00:00:00
1668	TOURING0001	Touring Equipment Center	1	1	1		2012-02-03 00:00:00
1670	HOLIDAY0001	Holiday Skate & Cycle	1	1	1		2012-02-03 00:00:00
1672	EXPERTB0001	Expert Bike Co	1	1	1		2012-01-25 00:00:00
1674	VARSITY0001	Varsity Sport Co.	1	1	1		2012-02-18 00:00:00
1676	TEAMATH0001	Team Athletic Co.	1	1	1		2012-02-03 00:00:00
1678	PROSE0001	Proseware, Inc.	4	0	0	www.proseware.com/	2011-05-09 00:00:00
1680	JACKSON0001	Jackson Authority	1	1	1		2012-01-25 00:00:00
1682	PREMIER0001	Premier Sport, Inc.	1	1	1		2012-02-02 00:00:00
1684	PROFESSI0001	Professional Athletic Consultants	1	1	1		2012-02-02 00:00:00
1686	PROSPOR0001	Pro Sport Industries	1	0	1		2012-02-02 00:00:00
1688	WOODFIT0001	Wood Fitness	1	1	1		2012-02-18 00:00:00
1690	BLOOMING0001	Bloomington Multisport	1	1	1		2011-12-23 00:00:00
1692	CARLSON0001	Carlson Specialties	2	1	1		2011-12-24 00:00:00
1694	COMPETE0002	Compete, Inc.	1	1	1		2011-12-24 00:00:00
1696	CHICAGO0001	Chicago City Saddles	1	1	1		2011-12-24 00:00:00
1698	BUSINESS0001	Business Equipment Center	2	1	1		2011-12-23 00:00:00
