344	1	E	7	358	{000C77AB-C1D6-4F8E-A66D-ED8068140D8C}	2014-08-10 00:00:00
344	50	G	14	332	{6AD6B192-073E-49FE-97B0-1567C4F40778}	2014-08-10 00:00:00
344	60	G	13	382	{0A5EC50B-6C5D-4E08-B126-516EBA2006D3}	2014-08-10 00:00:00
345	1	E	8	321	{05E0EE89-8462-4B52-BC3C-7C7735214C05}	2014-08-10 00:00:00
345	50	G	15	315	{D4A2CFDA-F3A3-4A65-80B5-CCC70B046D4C}	2014-08-10 00:00:00
345	60	S	4	300	{331A2238-A0E4-4685-ADFD-F5B4F1AF9A5F}	2014-08-10 00:00:00
346	1	E	9	585	{11BC6F46-10DC-4771-AC9A-E2179F1B2461}	2014-08-10 00:00:00
346	50	S	6	476	{38F17071-FE89-4CB2-ACE2-CCB8F0CF0F7E}	2014-08-10 00:00:00
346	60	S	5	641	{24A6F94A-DA92-4566-91C8-59218A6CB9D9}	2014-08-10 00:00:00
347	1	E	10	318	{7295A247-2228-44B0-8218-0CB9908A5AC4}	2014-08-12 00:00:00
347	50	G	17	246	{87DD4E3B-4A78-47A4-9D45-685A43C91B8E}	2014-08-12 00:00:00
347	60	G	16	332	{206AAFB1-15F7-4DC4-B8EE-B3EB772EEB4D}	2014-08-12 00:00:00
348	1	E	11	323	{CDAB8141-2896-4B9D-A332-5F726EE6CB23}	2014-08-12 00:00:00
348	50	S	8	251	{0D8FE9AA-D64A-4842-9856-42AAD33DE485}	2014-08-12 00:00:00
348	60	S	7	337	{3E598D72-9120-42EA-9FA7-A0E2929E2538}	2014-08-12 00:00:00
349	1	E	12	328	{7109150F-14A3-4EAC-B72F-E128B3044ABF}	2014-08-12 00:00:00
349	50	G	18	256	{604C83FD-5918-4951-B8A2-2D047C0768AB}	2014-08-12 00:00:00
349	60	S	9	342	{332C44E7-F145-4BB2-BB36-FE8F9BD93596}	2014-08-12 00:00:00
350	5	J	2	622	{50BE1FE4-C767-41D9-BD46-748A31A0768D}	2008-03-31 00:00:00
350	10	C	3	406	{2E276E50-EFA2-4C02-B1C1-4999E16A1799}	2008-03-31 00:00:00
350	50	A	2	313	{9A23C432-BA8B-4F05-B7B4-94E451F01C24}	2008-03-31 00:00:00
351	5	J	3	179	{D1F587A6-A29F-47A6-88E5-30E9ECA52AB3}	2014-08-10 00:00:00
351	10	C	4	281	{8727068F-3B49-4031-AE74-31DE17693D6B}	2014-08-10 00:00:00
351	50	A	3	145	{A1962B7F-EC0E-43AC-80BB-A04E7CF0E31D}	2014-08-10 00:00:00
352	5	J	10	300	{F8BEF986-C583-4428-A515-358CEBEFF3B9}	2014-08-10 00:00:00
352	10	C	1	278	{71EA95CB-6490-4DB9-BEB3-38E565F45630}	2014-08-10 00:00:00
352	50	A	20	195	{1E6BAFF0-75FC-4C17-9B8F-164DB2531564}	2014-08-10 00:00:00
355	1	D	16	276	{8AD0C765-F104-4435-AFEB-0BBD74D6B08C}	2014-08-05 00:00:00
355	6	H	16	257	{2D1D737D-8877-4B9E-BAEC-DA6FE962E19C}	2014-08-05 00:00:00
355	50	C	1	289	{983C8FB4-B5A3-4DE8-97C0-C1D050E5848A}	2014-08-05 00:00:00
356	1	D	17	262	{6DE6FDD4-8DE6-478A-A7CB-312E68EDD8C6}	2014-08-12 00:00:00
356	6	H	17	243	{A03019E1-CD99-43ED-A1C7-6FF207AD3CE0}	2014-08-12 00:00:00
356	50	C	2	275	{D604707D-B5C2-49CF-A983-8934523E186D}	2014-08-12 00:00:00
357	1	D	18	248	{A492EC7B-D2A7-48F0-9BC6-66C779AFEAD3}	2014-08-12 00:00:00
357	6	H	18	228	{866AC631-6597-4B06-B019-8F040F552E49}	2014-08-12 00:00:00
357	50	C	3	260	{E879CFEB-5115-421B-BFE2-7376B72AFB4C}	2014-08-12 00:00:00
358	1	D	19	233	{DDAB150A-235C-432A-83D2-0822DB1B057D}	2014-08-12 00:00:00
358	6	H	19	214	{536B55D9-5DCF-4AF1-BC64-F19DD5022086}	2014-08-12 00:00:00
358	50	C	4	246	{0511F131-8A69-4975-AA97-54F366D8B211}	2014-08-12 00:00:00
359	1	C	8	369	{46BC0376-AD5C-4BDC-99D4-55A959F32163}	2014-07-28 00:00:00
359	6	R	1	360	{2D7484F7-F157-43E1-B33F-87CE2F94B360}	2014-07-28 00:00:00
359	50	E	1	374	{52B0910C-93B1-47A6-B2B7-D78F14EBB914}	2014-07-28 00:00:00
360	1	C	9	363	{B16BDAD8-4778-41AB-984D-D2DE2927E3B8}	2014-07-28 00:00:00
360	6	R	2	353	{73DE1D45-D603-4C5C-BD6A-78A49943B502}	2014-07-28 00:00:00
360	50	E	2	368	{01ADD3D7-E329-4167-9B7C-F3A2C31A25E1}	2014-07-28 00:00:00
361	1	C	10	499	{55B9556B-A6BF-4BE1-8C4B-94510D875D60}	2014-08-03 00:00:00
361	6	R	3	601	{4351724C-18C7-4E48-8E69-F0158E60E823}	2014-08-03 00:00:00
361	50	E	3	531	{F340EB47-1825-4E24-A2F8-C3DAAAC9D1BC}	2014-08-03 00:00:00
362	1	C	11	377	{2D215F50-E878-41FF-BE20-C30A74A4502A}	2014-08-03 00:00:00
362	6	R	4	315	{D0EA3625-0C56-4380-8363-BF79B3DF9870}	2014-08-03 00:00:00
362	50	E	4	334	{9EAD4EFE-86A5-4787-94F3-045D1636EF3D}	2014-08-03 00:00:00
363	1	C	12	499	{2E2BC76C-4EE0-47A1-9A60-EA46E3659E4A}	2014-08-03 00:00:00
363	6	R	5	643	{7322A3FA-0786-4BE6-A232-6E9613B4CCD0}	2014-08-03 00:00:00
363	50	E	5	619	{BA60B595-1709-4BB1-A224-D9D56DC7C70A}	2014-08-03 00:00:00
364	1	C	13	368	{0336DF16-7E36-4C21-BD6E-059123A74698}	2014-08-08 00:00:00
364	6	R	6	358	{015F9608-E327-446F-B9A1-9B35386CA195}	2014-08-08 00:00:00
364	50	E	6	326	{85014570-7BC6-4553-B8F5-40009658E395}	2014-08-08 00:00:00
365	1	C	14	411	{517E8517-442E-4498-BFFE-6ED02467EECE}	2014-08-08 00:00:00
365	6	R	7	691	{F7E2000A-42BC-4763-B78E-B8DEB7AEE3AF}	2014-08-08 00:00:00
365	50	E	7	619	{84066D8C-DECE-401E-8E3B-8513DB83BA0E}	2014-08-08 00:00:00
366	1	C	15	318	{9CFE6D84-71ED-4032-88B4-1B0920740597}	2014-07-28 00:00:00
366	6	R	8	299	{09EB5C91-F9C3-4C08-9DD4-7B1B5E8B54BB}	2014-07-28 00:00:00
366	50	E	8	412	{DF23C794-808E-417D-953B-4499F97A8768}	2014-07-28 00:00:00
367	1	C	16	643	{5F1C3630-0C24-433A-8CF3-40F4B40606DB}	2014-07-28 00:00:00
367	6	R	9	689	{70153711-7AAF-4DA3-993D-9FCE9CF137CB}	2014-07-28 00:00:00
367	50	E	9	569	{2CD85F13-0B80-4312-AFBE-750362C45F34}	2014-07-28 00:00:00
368	1	C	17	369	{ABF23795-41AB-4E61-9697-725825F2C0E3}	2014-07-28 00:00:00
368	6	R	10	360	{A693AA01-3638-452C-ABF8-F50552BE92D9}	2014-07-28 00:00:00
368	50	E	10	374	{35CC6156-AE35-4251-9856-BF15DB9ED147}	2014-07-28 00:00:00
369	1	C	18	363	{952F0127-CB2A-4FFB-90CB-E92EB69E7498}	2014-07-28 00:00:00
369	6	R	11	353	{79A3D625-139B-4A85-BF48-5C5405E5CAC6}	2014-07-28 00:00:00
369	50	E	11	368	{46CA8287-B665-444D-80B1-2D4AFCA5C039}	2014-07-28 00:00:00
370	1	C	19	252	{6A2188AF-2B6F-4D9B-917E-86C78968A293}	2014-08-03 00:00:00
370	6	R	12	155	{D9FE0218-5528-4001-B11D-AA39001C3297}	2014-08-03 00:00:00
370	50	E	12	476	{A4937BA2-AC13-4BDF-BF6F-75A94B3408AA}	2014-08-03 00:00:00
371	1	C	20	585	{ACBB836B-9CCB-4A59-887B-394899FBA961}	2014-08-03 00:00:00
371	6	R	13	649	{DA646C40-BEF6-4855-BDF3-BA1C29907B99}	2014-08-03 00:00:00
371	50	E	13	547	{FC7E0E74-3314-4F38-89B1-E809C2E518C7}	2014-08-03 00:00:00
372	1	C	21	281	{44970271-6E78-4913-96FB-C000CA9BE1F7}	2014-08-03 00:00:00
372	6	R	14	344	{68466DF2-9832-4A64-9645-6FA5783A1F97}	2014-08-03 00:00:00
372	50	E	14	272	{4679584B-36E7-4292-B2D4-540EB0BAA4FF}	2014-08-03 00:00:00
373	1	C	22	284	{E95FDB19-5E04-4F6F-B4AC-BEC51F93004C}	2014-08-08 00:00:00
373	6	R	15	347	{F888A98F-2614-4AC6-AF4C-0BC0B0E87661}	2014-08-08 00:00:00
373	50	E	15	275	{4EFF169F-6B4D-4D55-BC97-90A5FCF3C9D6}	2014-08-08 00:00:00
374	1	C	23	288	{7E32714A-875C-4446-A94E-26CA13F33B58}	2014-08-08 00:00:00
374	6	R	16	350	{8A8F612F-A214-4AA0-AE77-F0AB1518C29D}	2014-08-08 00:00:00
374	50	E	16	278	{5926BFE2-BF96-469E-BBDD-7217FAAE18C5}	2014-08-08 00:00:00
375	1	C	24	291	{4BD22B4E-4B98-499D-B3A2-A5D848A93B9F}	2014-08-12 00:00:00
375	6	R	17	353	{708E8581-B834-4122-B095-DCADA0A33139}	2014-08-12 00:00:00
375	50	E	17	281	{29695D30-491F-4125-86DE-ACF27267C6FD}	2014-08-12 00:00:00
376	1	C	25	585	{9117D3DD-C5FC-4274-826B-6A1E018592E7}	2014-08-12 00:00:00
376	6	R	18	649	{59B30EE5-AA05-4069-914A-01A4860DACCC}	2014-08-12 00:00:00
376	50	E	18	547	{CFD04477-1D95-4065-AD38-7261F8267D24}	2014-08-12 00:00:00
377	1	C	26	249	{64451B09-A02D-4A97-97E7-3FD1F603656C}	2014-08-12 00:00:00
377	6	R	19	299	{AE60C83A-108B-439E-87CC-F209F0F734F1}	2014-08-12 00:00:00
377	50	E	19	393	{D4F21A3B-F52F-4C25-A3DB-07450393A97E}	2014-08-12 00:00:00
378	1	C	27	244	{7F9DE9EA-C846-4941-8D0B-67BF96CF3ECF}	2014-08-12 00:00:00
378	6	R	20	294	{BA32E523-8A33-4721-8EDA-F8B7FBB66F84}	2014-08-12 00:00:00
378	50	E	20	388	{403788EA-0FB8-4A35-95A5-6FAD3BA02B5F}	2014-08-12 00:00:00
379	1	C	28	323	{426D1C6B-0C59-42D4-8D48-8D62BBD19532}	2014-07-19 00:00:00
379	6	R	21	897	{78120DF1-86F2-4B14-B0D4-782FA1FDF229}	2014-07-19 00:00:00
379	50	E	21	691	{D94ABA0D-56F0-4FBD-BC2C-1917C8BEC2DD}	2014-07-19 00:00:00
380	1	C	29	156	{7AAE8563-ADD3-47A3-8D6D-D20A9EC019B5}	2014-07-25 00:00:00
380	6	R	22	264	{9FDE5EBA-17E5-4A45-A8E7-BA45AAC01314}	2014-07-25 00:00:00
380	50	E	22	350	{2940C078-3E2B-4151-A6D5-61713F51672C}	2014-07-25 00:00:00
381	1	C	30	163	{87B51434-9D2D-4491-BD93-5D7C38C2305E}	2014-07-25 00:00:00
381	6	R	23	270	{F7583DF4-5C0C-4DB3-BD31-1BB00FE8D6C2}	2014-07-25 00:00:00
381	50	E	23	356	{9ACDB34C-5342-472F-A185-904EAE6D9113}	2014-07-25 00:00:00
382	1	C	31	169	{2D6D664E-2220-49E2-A263-4C53BE5C2065}	2014-07-31 00:00:00
382	6	R	24	276	{9E0934F9-7BA9-4DEF-B901-DFBA82C75C5D}	2014-07-31 00:00:00
382	50	E	24	363	{288103E3-3B2C-437C-B350-98F3126CDF6D}	2014-07-31 00:00:00
383	1	C	32	587	{8FF37375-BDD1-44B8-8085-8FBCBF59B061}	2014-07-31 00:00:00
383	6	R	25	676	{1BF6A76B-16C5-44D6-8C8F-BA0458FBEEC0}	2014-07-31 00:00:00
383	50	E	25	638	{F21E0CED-EBB8-4298-A5D2-B4C86019FD3D}	2014-07-31 00:00:00
384	1	C	33	299	{17080020-ED82-44D6-BC22-70D48FCB8010}	2014-07-31 00:00:00
384	6	R	26	217	{D70C97EA-BA23-4B1D-9B94-CB8DA7420B08}	2014-07-31 00:00:00
384	50	E	26	304	{8EF1BD2A-DBAA-4A4D-82E6-8CA69A67F2C1}	2014-07-31 00:00:00
385	1	C	34	619	{B2E01D6B-62F3-4731-B05C-B3C726300AD0}	2014-07-31 00:00:00
385	6	R	27	526	{63C7FAF1-9573-4A7F-B9BB-CE0D5999ABBD}	2014-07-31 00:00:00
385	50	E	27	633	{2AF00B07-8F20-41B4-9141-FACC338D46EA}	2014-07-31 00:00:00
386	1	D	1	148	{2BB4D4D9-B826-4A68-8A81-CBDDF6DD8847}	2014-08-05 00:00:00
386	6	R	28	192	{C5BCD527-544A-4C25-9091-D71CE3B6F481}	2014-08-05 00:00:00
386	50	E	28	385	{52A0BC53-3DB4-4D59-937E-D27B88EAE7ED}	2014-08-05 00:00:00
387	1	D	2	524	{C3F68247-C17D-4C33-B932-51845CE15B41}	2014-08-05 00:00:00
387	6	R	29	710	{6B8A8F43-0EA9-419A-BB6A-1880F396F8BA}	2014-08-05 00:00:00
387	50	E	29	654	{0C6D6619-80DF-414E-90CF-D16CF513762A}	2014-08-05 00:00:00
388	1	D	3	292	{5CD35680-EA12-4299-B8A5-C2C34A1C1B2D}	2014-08-05 00:00:00
388	6	R	30	140	{ADB0E9A5-3E3B-4D32-84A4-DCABB4800B99}	2014-08-05 00:00:00
388	50	E	30	366	{FB84C5FB-1F0A-430A-B0A7-60B5A6039459}	2014-08-05 00:00:00
389	1	D	4	657	{1BC79480-0BD2-406F-A8BC-0044B056BFF1}	2014-08-10 00:00:00
389	6	R	31	691	{53E256E6-3196-4632-A449-265998C40575}	2014-08-10 00:00:00
389	50	E	31	460	{E7BFF7C6-0C4E-4739-81DC-B1343FCF0AE6}	2014-08-10 00:00:00
390	1	D	5	292	{A9B93FBD-BCDE-4ED6-BFB3-1E2F9A970F29}	2014-08-10 00:00:00
390	6	R	32	140	{F8867B2B-1A45-40E5-AE45-E7179B1CF0B6}	2014-08-10 00:00:00
390	50	E	32	366	{9983EEA3-D2E9-466B-8A45-9DCBA1505CD0}	2014-08-10 00:00:00
391	1	D	6	296	{214CD58D-24F1-4937-B06A-855C53E17511}	2014-08-10 00:00:00
391	6	R	33	144	{AAAD4A7D-9A70-4D16-9DE2-46D82415B7EF}	2014-08-10 00:00:00
391	50	E	33	369	{E3F44CA3-8527-45F9-91F8-1D863E1AE757}	2014-08-10 00:00:00
392	1	D	7	299	{E6726B0D-1F11-40F9-890B-4BEA7C2384F6}	2014-08-10 00:00:00
392	6	R	34	147	{8A1608D2-8C67-44BC-81A2-41FA849AF519}	2014-08-10 00:00:00
392	50	E	34	372	{01545F11-5822-43E1-821C-BBE6C3D3F0C9}	2014-08-10 00:00:00
393	1	D	8	603	{CE7EDF53-F13D-45E7-8BCD-707C4B53E1C5}	2014-08-10 00:00:00
393	6	R	35	780	{CFD67534-3382-43D6-9DE3-5A275D809EA3}	2014-08-10 00:00:00
393	50	E	35	497	{AEF7AC8C-D595-4DFB-B41E-9536FED7A993}	2014-08-10 00:00:00
394	1	D	9	302	{72090DAE-C90E-4B90-B752-E7518C177BB2}	2014-08-12 00:00:00
394	6	R	36	150	{D77FDAE7-048D-4EE9-BE37-42EB722C8117}	2014-08-12 00:00:00
394	50	E	36	459	{3A5BE20F-ECB6-45B2-A948-98C47BECE24C}	2014-08-12 00:00:00
395	1	D	10	281	{ABF6B89A-1931-4179-B851-39A49CD83FFF}	2014-08-12 00:00:00
395	6	R	37	355	{72D6C080-9F91-4DAC-8E7A-EE4161947A65}	2014-08-12 00:00:00
395	50	E	37	148	{F0AB1A66-42BA-4B10-9E75-61E0E6FD8463}	2014-08-12 00:00:00
396	1	D	11	636	{290EF0F5-E1BB-417A-A8D8-1D5E25E791FC}	2014-08-12 00:00:00
396	6	R	38	585	{F7225878-8A03-4467-8184-C81A8F9BC451}	2014-08-12 00:00:00
396	50	E	38	603	{7B36C058-DC0C-4404-94A2-700E6EEB7DE9}	2014-08-12 00:00:00
397	1	D	12	339	{F38A392F-DF6E-4B83-AAAF-44FCA31F2443}	2014-08-12 00:00:00
397	6	R	39	550	{C5C52BC6-895C-4900-A4D6-9699DB354C9D}	2014-08-12 00:00:00
397	50	E	39	763	{DE7CF261-ED7A-4B59-B06E-5AAA930120FC}	2014-08-12 00:00:00
398	5	B	1	372	{5C40B94F-9012-4610-A30E-614E09B73790}	2008-03-31 00:00:00
398	10	B	4	404	{1D6C48D5-8351-49C1-988C-5B54C8FC19F2}	2008-03-31 00:00:00
398	20	A	3	550	{BE99281E-BA29-4E3B-8CEB-40EAB801E74E}	2008-03-31 00:00:00
399	5	B	2	366	{41F877C5-B77C-4F3E-9DE1-E0065248FF2E}	2008-03-31 00:00:00
399	10	B	5	398	{A36CAEB3-7E04-467E-A884-58A076A04844}	2008-03-31 00:00:00
399	20	A	4	544	{2519471E-47B8-40B0-AD78-1D9FA2E1922E}	2008-03-31 00:00:00
400	5	B	3	260	{0F2050D4-F337-49E1-AF12-1183E9ECAF68}	2008-03-31 00:00:00
400	10	B	2	246	{7DC91844-6C3C-4542-9781-78C256E14F40}	2008-03-31 00:00:00
400	20	A	1	284	{DCCA4742-7BBB-4308-8129-C1324F1C7DA3}	2008-03-31 00:00:00
401	5	B	4	283	{01700343-1C46-4765-845F-9196DAFE6B24}	2008-03-31 00:00:00
401	10	B	3	212	{15C1E385-25C0-480D-9B5E-D295483E1027}	2008-03-31 00:00:00
401	20	A	2	302	{1B7B59FF-CAC1-4ABD-9A54-C912BA36C5B8}	2008-03-31 00:00:00
402	1	F	1	316	{4A28A4C6-B3E2-47FA-867E-0AA76682EC90}	2014-08-10 00:00:00
402	6	G	3	353	{0D8AB28E-40B9-4097-8686-97D9D4E182F7}	2014-08-10 00:00:00
402	50	T	1	321	{2F9D3973-E6E5-47DC-BC73-1E1B914141D4}	2014-08-10 00:00:00
403	1	F	2	313	{7B91307F-1F98-4514-BF52-F5CFA41128A3}	2014-08-09 00:00:00
403	6	G	4	350	{641BBE33-C957-40D1-B4EC-22A940FC9487}	2014-08-09 00:00:00
403	50	T	2	318	{446D7922-61CA-4FEC-8584-0C8339ABF855}	2014-08-09 00:00:00
404	1	F	3	310	{0F610BFA-CEC6-4E2E-99EF-61A91042F6A1}	2014-08-09 00:00:00
404	6	G	5	347	{C27D3114-C6DC-4D6F-814E-CB704B152F9D}	2014-08-09 00:00:00
404	50	T	3	315	{F511CF72-5B77-4A7B-B777-7F943EB95B1D}	2014-08-09 00:00:00
405	1	F	4	307	{6CBF468F-FC5C-4CE0-8E43-BF761624B7E2}	2014-08-10 00:00:00
405	6	G	6	344	{9030EA68-2F28-43FC-AE2C-FDD57444FC2B}	2014-08-10 00:00:00
405	50	T	4	312	{A172A0D0-E4D2-40FF-828A-394EDC93CEC0}	2014-08-10 00:00:00
406	1	F	5	304	{5AE120BF-9489-4D02-9569-0AD129FB5611}	2014-08-10 00:00:00
406	6	G	7	340	{977516D5-833C-426E-ADBA-6A4EA45E60A0}	2014-08-10 00:00:00
406	50	T	5	308	{AB0ED5C3-6A8D-4D65-8189-482345C0DD8E}	2014-08-10 00:00:00
407	1	F	6	460	{76523859-C463-4470-95E7-121C6349D07F}	2014-08-10 00:00:00
407	6	G	8	587	{83FF6EFA-EBE6-4566-ACCB-732B98C89554}	2014-08-10 00:00:00
407	50	T	6	625	{223515B8-0201-45E3-8B14-0F73F2E84DF0}	2014-08-10 00:00:00
408	1	F	7	417	{AEBCFF82-AD40-492A-AD72-E7A68BB20EF1}	2014-08-07 00:00:00
408	6	G	9	344	{6C83A526-E9FB-4ADA-84A3-C2085D12C29E}	2014-08-07 00:00:00
408	50	T	7	296	{1C4A5EE5-55B2-45F6-8F4B-A9A55B8375E2}	2014-08-07 00:00:00
409	1	F	8	414	{02272BF0-1F64-4EA9-B73D-8E2C6A1F05E2}	2014-08-07 00:00:00
409	6	G	10	340	{9FFE546F-343F-4CF1-A165-C43BBF1FC0D8}	2014-08-07 00:00:00
409	50	T	8	292	{5BDD9DF8-3286-4F69-BD79-B731C7D13111}	2014-08-07 00:00:00
